LocalClinicalCodeValue,ReadCodeValue,hb_extract,SampleName,ArithmeticComparator,Interpretation,QuantityUnit,RangeHighValue,RangeLowValue,RecordCount,QVAverage,QVStandardDev
URIC,44K5.,T,Blood,NULL,INSUFFICIENT SAMPLE FOR ANALYSIS.,NULL,NULL,NULL,10,NULL,NULL
URIC,44K5.,T,Blood,NULL,NULL,mmol/L,0.36,0.18,8907,0.366484786916377,0.125363803171343
URIC,44K5.,T,Blood,NULL,NULL,mmol/L,0.45,0.23,9,0.395555550919639,0.154200445715074
URIC,44K5.,T,Blood,NULL,NULL,mmol/L,0.46,0.24,7721,0.409010490294917,0.117930469712159
URIC,44K5.,T,Blood,NULL,NULL,mmol/L,0.55,0.20,2785,0.42612567258031,0.122580163202743
URIC,44K5.,T,Blood,NULL,NULL,umol/L,430,200,13424,402.36360250298,121.972031048945
URIC,44K5.,T,Serum,NULL,NA,NULL,NULL,NULL,7,NULL,NULL
URIC,44K5.,T,Blood,NULL,NO SAMPLE RECEIVED.,NULL,NULL,NULL,37,NULL,NULL
URIC,44K5.,T,Blood,NULL,NO SST (GOLD TOP) SAMPLE RECEIVED,NULL,NULL,NULL,8,NULL,NULL
URIC,44K5.,T,Blood,NULL,NOT AVAILABLE,NULL,NULL,NULL,17,NULL,NULL
URIC,44K5.,T,Blood,NULL,UNSUITABLE FOR ANALYSIS.,NULL,NULL,NULL,50,NULL,NULL
URIC,44K5.,T,Blood,NULL,NULL,mmol/L,0.35,0.18,77,0.266883118171971,0.0676924115473135
URIC,44K5.,T,Blood,NULL,NULL,mmol/L,0.38,0.19,5966,0.359726784928229,0.120818841855893
URIC,44K5.,T,Blood,NULL,NULL,mmol/L,0.45,0.24,1298,0.405708781873868,0.112986367918753
URIC,44K5.,T,Blood,NULL,NULL,mmol/L,0.51,0.16,2405,0.422494801645158,0.132930665726801
URIC,44K5.,T,Blood,NULL,NULL,umol/L,360,140,12526,356.808079195274,123.132378538311
URIC,44K5.,T,Blood,<,NULL,umol/L,360,140,8,30,0
URIC,44K5.,T,Blood,<,NULL,umol/L,430,200,15,30,0
URIC,44K5.,T,Serum,NULL,NULL,NULL,NULL,NULL,31979,0.417324169637832,3.99745254489459
URIC,44K5.,T,Serum,NULL,NS,NULL,NULL,NULL,20,NULL,NULL
URIC,44K5.,T,Serum,NULL,US,NULL,NULL,NULL,20,NULL,NULL
URINE_GL  ,NULL,T,Urine,NULL,NULL,NULL,NULL,NULL,3657,2.66502597757725,2.06345300391836
URINE_PR  ,NULL,T,Unknown,NULL,NULL,NULL,NULL,NULL,25351,1.39943197507002,0.884567486338504
URIN_BLOOD,NULL,T,Unknown,NULL,NULL,NULL,NULL,NULL,1760,1.3125,0.754039717385703
URIN_KET  ,NULL,T,Unknown,NULL,NULL,NULL,NULL,NULL,3598,1.05947748749305,0.37330725079535
UR_ALB    ,46N4.,T,Urine,NULL,NULL,NULL,NULL,NULL,17248,29.0255942717996,115.583644046324
UTOX,NULL,T,Urine,NULL,AP,NULL,NULL,NULL,13,NULL,NULL
UTOX,NULL,T,Urine,NULL,DMP,NULL,NULL,NULL,57,NULL,NULL
UTOX,NULL,T,Urine,NULL,DMP_MC6_,NULL,NULL,NULL,10,NULL,NULL
UTOX,NULL,T,Urine,NULL,DP,NULL,NULL,NULL,8,NULL,NULL
UTOX,NULL,T,Urine,NULL,MAC,NULL,NULL,NULL,9,NULL,NULL
UTOX,NULL,T,Urine,NULL,MC6,NULL,NULL,NULL,67,NULL,NULL
UTOX,NULL,T,Urine,NULL,MC6_MMP_,NULL,NULL,NULL,9,NULL,NULL
UTOX,NULL,T,Urine,NULL,MMN,NULL,NULL,NULL,15,NULL,NULL
UTOX,NULL,T,Urine,NULL,MMP,NULL,NULL,NULL,103,NULL,NULL
UTOX,NULL,T,Urine,NULL,MMP_CAM_,NULL,NULL,NULL,6,NULL,NULL
UTOX,NULL,T,Urine,NULL,MMP_DMP_MOR,NULL,NULL,NULL,11,NULL,NULL
UTOX,NULL,T,Urine,NULL,MMP_DMP_MORPHINE PRESENT.,NULL,NULL,NULL,15,NULL,NULL
UTOX,NULL,T,Urine,NULL,MMP_MORPHINE AND CODEINE PRESENT._,NULL,NULL,NULL,9,NULL,NULL
UTOX,NULL,T,Urine,NULL,MMP_MORPHINE PRESENT._,NULL,NULL,NULL,70,NULL,NULL
UTOX,NULL,T,Urine,NULL,MMP_MOR_,NULL,NULL,NULL,71,NULL,NULL
UTOX,NULL,T,Urine,NULL,PMOL_MMP_DMP,NULL,NULL,NULL,22,NULL,NULL
UTOX,NULL,T,Urine,NULL,PMOL_MMP_MAC,NULL,NULL,NULL,6,NULL,NULL
UTOX,44qB.,T,Urine,NULL,AMFETAMINE PRESENT. METHADONE METABOLITE PRESENT.,NULL,NULL,NULL,8,NULL,NULL
UTOX,44qB.,T,Urine,NULL,CANNABINOIDS PRESENT.,NULL,NULL,NULL,25,NULL,NULL
UTOX,44qB.,T,Urine,NULL,DIHYDROCODEINE AND METABOLITE PRESENT.,NULL,NULL,NULL,25,NULL,NULL
UTOX,44qB.,T,Urine,NULL,METHADONE METABOLITE PRESENT.,NULL,NULL,NULL,128,NULL,NULL
UTOX,44qB.,T,Urine,NULL,METHADONE METABOLITE PRESENT. AMITRIPTYLINE NOT DETECTED MIRTAZEPINE NOT DETECTED QUETIAPINE NOT DETECTED TRAMADOL & METABOLITES NOT DETECTED ZOPICLONE NOT DETECTED,NULL,NULL,NULL,7,NULL,NULL
UTOX,44qB.,T,Urine,NULL,METHADONE METABOLITE PRESENT. BENZOYLECGONINE (COCAINE METABOLITE) PRESENT. ECGONINE METHYL ESTER (COCAINE METABOLITE) PRESENT,NULL,NULL,NULL,9,NULL,NULL
UTOX,44qB.,T,Urine,NULL,METHADONE METABOLITE PRESENT. CANNABINOIDS PRESENT.,NULL,NULL,NULL,50,NULL,NULL
UTOX,44qB.,T,Urine,NULL,METHADONE METABOLITE PRESENT. DIHYDROCODEINE AND METABOLITE PRESENT.,NULL,NULL,NULL,15,NULL,NULL
UTOX,44qB.,T,Urine,NULL,METHADONE METABOLITE PRESENT. MORPHINE & 6-MONOACETYLMORPHINE PRESENT.,NULL,NULL,NULL,6,NULL,NULL
UTOX,44qB.,T,Urine,NULL,METHADONE METABOLITE PRESENT. MORPHINE AND CODEINE PRESENT. CANNABINOIDS PRESENT.,NULL,NULL,NULL,6,NULL,NULL
UTOX,44qB.,T,Urine,NULL,METHADONE METABOLITE PRESENT. MORPHINE PRESENT CANNABINOIDS PRESENT.,NULL,NULL,NULL,26,NULL,NULL
UTOX,44qB.,T,Urine,NULL,METHADONE METABOLITE PRESENT. MORPHINE PRESENT MIRTAZEPINE DETECTED.,NULL,NULL,NULL,9,NULL,NULL
UTOX,44qB.,T,Urine,NULL,MORPHINE- CODEINE & 6-MONOACETYLMORPHINE DETECTED.,NULL,NULL,NULL,34,NULL,NULL
UTOX,44qB.,T,Urine,NULL,PARACETAMOL PRESENT. CODEINE AND MORPHINE PRESENT. PARACETAMOL & CODEINE SUGGEST CO-CODAMOL INGESTION METHADONE METABOLITE PRESENT.,NULL,NULL,NULL,8,NULL,NULL
UTOX,44qB.,T,Urine,NULL,PARACETAMOL PRESENT. DIHYDROCODEINE AND METABOLITE PRESENT.,NULL,NULL,NULL,17,NULL,NULL
UTOX,44qB.,T,Urine,NULL,PARACETAMOL PRESENT. METHADONE METABOLITE PRESENT. DIHYDROCODEINE AND METABOLITE PRESENT.,NULL,NULL,NULL,8,NULL,NULL
UTOX,44qB.,T,Urine,NULL,PARACETAMOL PRESENT. METHADONE METABOLITE PRESENT. MORPHINE AND CODEINE PRESENT. CANNABINOIDS PRESENT.,NULL,NULL,NULL,12,NULL,NULL
UTOX,44qB.,T,Urine,NULL,PARACETAMOL PRESENT. METHADONE METABOLITE PRESENT. MORPHINE PRESENT,NULL,NULL,NULL,38,NULL,NULL
UTOX,44qB.,T,Urine,NULL,PARACETAMOL PRESENT. MORPHINE AND CODEINE PRESENT.,NULL,NULL,NULL,10,NULL,NULL
UTOX,44qB.,T,Urine,NULL,PARACETAMOL PRESENT. MORPHINE PRESENT,NULL,NULL,NULL,8,NULL,NULL
UTOX,44qB.,T,Urine,NULL,SPECIFIC DRUG IDENTIFICATION CURRENTLY UNAVAILABLE,NULL,NULL,NULL,140,NULL,NULL
UTOX,NULL,T,Urine,NULL,AP_MMP_,NULL,NULL,NULL,6,NULL,NULL
UTOX,NULL,T,Urine,NULL,DMP_MMP_,NULL,NULL,NULL,8,NULL,NULL
UTOX,NULL,T,Urine,NULL,MMP_DMP_,NULL,NULL,NULL,83,NULL,NULL
UTOX,NULL,T,Urine,NULL,MMP_DMP_CODEINE PRESENT.,NULL,NULL,NULL,6,NULL,NULL
UTOX,NULL,T,Urine,NULL,MMP_DMP_MC6,NULL,NULL,NULL,16,NULL,NULL
UTOX,NULL,T,Urine,NULL,MMP_DP_,NULL,NULL,NULL,10,NULL,NULL
UTOX,NULL,T,Urine,NULL,MMP_MAC_,NULL,NULL,NULL,24,NULL,NULL
UTOX,NULL,T,Urine,NULL,MMP_MC6_,NULL,NULL,NULL,70,NULL,NULL
UTOX,NULL,T,Urine,NULL,MOR,NULL,NULL,NULL,18,NULL,NULL
UTOX,NULL,T,Urine,NULL,MORPHINE PRESENT.,NULL,NULL,NULL,20,NULL,NULL
UTOX,NULL,T,Urine,NULL,NOB,NULL,NULL,NULL,34,NULL,NULL
UTOX,NULL,T,Urine,NULL,PARACETAMOL PRESENT.,NULL,NULL,NULL,8,NULL,NULL
UTOX,NULL,T,Urine,NULL,PMOL_DMP_,NULL,NULL,NULL,9,NULL,NULL
UTOX,NULL,T,Urine,NULL,PMOL_DMP_MC6,NULL,NULL,NULL,7,NULL,NULL
UTOX,NULL,T,Urine,NULL,PMOL_DMP_MOR,NULL,NULL,NULL,7,NULL,NULL
UTOX,NULL,T,Urine,NULL,PMOL_MC6_,NULL,NULL,NULL,36,NULL,NULL
UTOX,NULL,T,Urine,NULL,PMOL_MMP_CAM,NULL,NULL,NULL,6,NULL,NULL
UTOX,NULL,T,Urine,NULL,PMOL_MMP_DP,NULL,NULL,NULL,8,NULL,NULL
UTOX,NULL,T,Urine,NULL,PMOL_MMP_MC6,NULL,NULL,NULL,49,NULL,NULL
UTOX,44qB.,T,Urine,NULL,MDMA (ECSTASY) NOT DETECTED. BENZYLPIPERAZINE (STIMULANT) NOT DETECTED,NULL,NULL,NULL,57,NULL,NULL
UTOX,44qB.,T,Urine,NULL,MDMA (ECSTASY) NOT DETECTED. BENZYLPIPERAZINE (STIMULANT) NOT DETECTED MEPHEDRONE (BUBBLES) NOT DETECTED,NULL,NULL,NULL,23,NULL,NULL
UTOX,44qB.,T,Urine,NULL,MDMA (ECSTASY) NOT DETECTED. BENZYLPIPERAZINE (STIMULANT) NOT DETECTED MEPHEDRONE (BUBBLES) NOT DETECTED CLOZAPINE AND METABOLITE PRESENT.,NULL,NULL,NULL,6,NULL,NULL
UTOX,44qB.,T,Urine,NULL,METHADONE METABOLITE PRESENT. MIRTAZEPINE & METABOLITE DETECTED.,NULL,NULL,NULL,14,NULL,NULL
UTOX,44qB.,T,Urine,NULL,METHADONE METABOLITE PRESENT. MORPHINE AND CODEINE PRESENT.,NULL,NULL,NULL,58,NULL,NULL
UTOX,44qB.,T,Urine,NULL,METHADONE METABOLITE PRESENT. MORPHINE PRESENT,NULL,NULL,NULL,154,NULL,NULL
UTOX,44qB.,T,Urine,NULL,METHADONE METABOLITE PRESENT. MORPHINE PRESENT CANNABINOIDS PRESENT. MIRTAZEPINE & METABOLITE DETECTED.,NULL,NULL,NULL,8,NULL,NULL
UTOX,44qB.,T,Urine,NULL,METHADONE METABOLITE PRESENT. MORPHINE PRESENT MIRTAZEPINE & METABOLITE DETECTED.,NULL,NULL,NULL,26,NULL,NULL
UTOX,44qB.,T,Urine,NULL,METHADONE METABOLITE PRESENT. MORPHINE- CODEINE & 6-MONOACETYLMORPHINE DETECTED.,NULL,NULL,NULL,59,NULL,NULL
UTOX,44qB.,T,Urine,NULL,METHADONE METABOLITE PRESENT. RANITIDINE PRESENT.,NULL,NULL,NULL,15,NULL,NULL
UTOX,44qB.,T,Urine,NULL,MORPHINE PRESENT,NULL,NULL,NULL,18,NULL,NULL
UTOX,44qB.,T,Urine,NULL,NO OTHER BASIC OR NEUTRAL SUBSTANCES DETECTED.,NULL,NULL,NULL,19,NULL,NULL
UTOX,44qB.,T,Urine,NULL,PARACETAMOL PRESENT.,NULL,NULL,NULL,7,NULL,NULL
UTOX,44qB.,T,Urine,NULL,PARACETAMOL PRESENT. CODEINE AND MORPHINE PRESENT. PARACETAMOL & CODEINE SUGGEST CO-CODAMOL INGESTION,NULL,NULL,NULL,8,NULL,NULL
UTOX,44qB.,T,Urine,NULL,PARACETAMOL PRESENT. METHADONE METABOLITE PRESENT.,NULL,NULL,NULL,24,NULL,NULL
UTOX,44qB.,T,Urine,NULL,PARACETAMOL PRESENT. METHADONE METABOLITE PRESENT. CANNABINOIDS PRESENT.,NULL,NULL,NULL,9,NULL,NULL
UTOX,44qB.,T,Urine,NULL,PARACETAMOL PRESENT. METHADONE METABOLITE PRESENT. MORPHINE AND CODEINE PRESENT.,NULL,NULL,NULL,39,NULL,NULL
UTOX,44qB.,T,Urine,NULL,PARACETAMOL PRESENT. METHADONE METABOLITE PRESENT. MORPHINE AND CODEINE PRESENT. MIRTAZEPINE & METABOLITE DETECTED.,NULL,NULL,NULL,8,NULL,NULL
UTOX,44qB.,T,Urine,NULL,PARACETAMOL PRESENT. METHADONE METABOLITE PRESENT. MORPHINE PRESENT CANNABINOIDS PRESENT.,NULL,NULL,NULL,11,NULL,NULL
UTOX,44qB.,T,Urine,NULL,PARACETAMOL PRESENT. METHADONE METABOLITE PRESENT. MORPHINE- CODEINE & 6-MONOACETYLMORPHINE DETECTED.,NULL,NULL,NULL,138,NULL,NULL
UTOX,44qB.,T,Urine,NULL,PARACETAMOL PRESENT. METHADONE METABOLITE PRESENT. MORPHINE- CODEINE & 6-MONOACETYLMORPHINE DETECTED. CANNABINOIDS PRESENT.,NULL,NULL,NULL,32,NULL,NULL
UTOX,44qB.,T,Urine,NULL,PARACETAMOL PRESENT. METHADONE METABOLITE PRESENT. MORPHINE- CODEINE & 6-MONOACETYLMORPHINE DETECTED. DIHYDROCODEINE AND METABOLITE PRESENT.,NULL,NULL,NULL,7,NULL,NULL
UTOX,44qB.,T,Urine,NULL,PARACETAMOL PRESENT. METHADONE METABOLITE PRESENT. MORPHINE- CODEINE & 6-MONOACETYLMORPHINE DETECTED. MIRTAZEPINE & METABOLITE DETECTED.,NULL,NULL,NULL,20,NULL,NULL
UTOX,44qB.,T,Urine,NULL,PARACETAMOL PRESENT. MORPHINE- CODEINE & 6-MONOACETYLMORPHINE DETECTED.,NULL,NULL,NULL,74,NULL,NULL
UTOX,44qB.,T,Urine,NULL,PARACETAMOL PRESENT. MORPHINE- CODEINE & 6-MONOACETYLMORPHINE DETECTED. CANNABINOIDS PRESENT.,NULL,NULL,NULL,14,NULL,NULL
UTP,46N3.,F,Urine,NULL,See text below,NULL,NULL,NULL,7,NULL,NULL
UTP,46N3.,F,Urine,NULL,Urine sample leaked in transit - rejected,NULL,NULL,NULL,21,NULL,NULL
UTP,46N3.,F,Urine,NULL,Urine sample required,NULL,NULL,NULL,119,NULL,NULL
UTP,46N3.,F,Urine,NULL,NULL,g/L,NULL,NULL,1145,0.327161572053573,1.02568503251926
UTP,46N3.,F,Urine,NULL,Boric Acid Container Unsuitable.,NULL,NULL,NULL,9,NULL,NULL
UTP,46N3.,F,Urine,NULL,No specimen received,NULL,NULL,NULL,26,NULL,NULL
UTP,46N3.,F,Urine,NULL,Not Tested,NULL,NULL,NULL,6,NULL,NULL
UTP,46N3.,F,Urine,NULL,Test not available,NULL,NULL,NULL,19,NULL,NULL
UTP,46N3.,F,Urine,<,NULL,g/L,NULL,NULL,241,0.0399999999999999,1.98293718480459E-09
UTRFER    ,NULL,T,Urine,NULL,NULL,NULL,NULL,NULL,9,0.49,0.526830143404874
UUC,46M6.,F,Urine,NULL,Urine sample required,NULL,NULL,NULL,6,NULL,NULL
UUC,46M6.,F,Urine,NULL,NULL,mmol/L,NULL,NULL,317,88.4318609809274,72.6263881860155
UUM,46M5.,F,Urine,NULL,NULL,mmol/L,NULL,NULL,37,2.2367567526972,1.26128033374195
UURE,46M6.,T,Urine,NULL,NO SAMPLE RECEIVED.,NULL,NULL,NULL,20,NULL,NULL
UURE,46M6.,T,Urine,NULL,NS,NULL,NULL,NULL,8,NULL,NULL
UURE,46M6.,T,Urine,NULL,NULL,mmol/L,NULL,NULL,1529,142.567037279267,108.187414282268
UURE,46M6.,T,Urine,NULL,NULL,NULL,NULL,NULL,824,137.783980582524,102.271715074034
UURE,46M6.,T,Urine,NULL,UNSUITABLE FOR ANALYSIS.,NULL,NULL,NULL,13,NULL,NULL
UUREA,46MK.,T,Urine,NULL,NULL,NULL,NULL,NULL,64,317.854838709677,195.68097545886
UURI,46MJ.,T,Urine,NULL,NO SAMPLE RECEIVED.,NULL,NULL,NULL,12,NULL,NULL
UURI,46MJ.,T,Urine,NULL,NULL,mmol/L,NULL,NULL,364,2.12700549594649,0.98252617171168
UURI,46MJ.,T,Urine,NULL,NULL,mmol/L,NULL,.,38,1.98631578526999,0.724674853739021
UURI,46MJ.,T,Urine,NULL,NULL,NULL,NULL,NULL,128,2.301328125,1.14762292573615
VA,44L5.,F,Serum,NULL,NULL,umol/L,3.0,1.0,67,1.83283582267477,0.663413597857404
VA,44L5.,F,Serum,NULL,NULL,umol/L,3.5,1.0,59,2.10508473773124,1.09314851582531
VAL,44W4,F,Serum,NULL,NULL,mg/L,90,40,17,69.1176470588235,36.9440156739579
VAL,44W4.,F,Serum,NULL,NULL,mg/L,90,40,297,74.969696969697,107.559831358492
VAL,44W4.,F,Serum,<,NULL,mg/L,90,40,21,3,0
VAL,44W4.,F,Serum,NULL,NULL,umol/L,600,300,112,422.125,196.617345701316
VAL,44W4.,F,Serum,<,NULL,umol/L,600,300,8,25,0
VALP,NULL,T,Blood,NULL,NULL,NULL,NULL,NULL,1134,369.789241622575,219.34780288584
VALP,44W4.,T,Blood,<,NULL,umol/L,700,350,6,24.1666666666667,2.04124145231932
VALP,NULL,T,Blood,<,LT25 umol/L ( 350 - 700 ),NULL,NULL,NULL,39,NULL,NULL
VALP,44W4.,T,Blood,NULL,NULL,umol/L,700,350,71,401.450704225352,193.965739885932
VAN,44We.,F,Serum,NULL,NULL,mg/L,NULL,NULL,1387,14.757462148522,6.18783136864007
VAN,44We.,T,Blood,NULL,UNSUITABLE FOR ANALYSIS.,NULL,NULL,NULL,7,NULL,NULL
VAN,NULL,T,Blood,NULL,NULL,NULL,NULL,NULL,24,13.3375,4.81580843364488
VAN,44We.,F,Serum,<,NULL,mg/L,NULL,NULL,9,1.7,3.65002414998886E-08
VAN,44We.,T,Blood,NULL,NULL,mg/L,NULL,NULL,4419,14.6533831207616,7.41599697467698
VAN,44We.,T,Blood,<,NULL,mg/L,NULL,NULL,31,0.819354843324231,0.0601074291683164
VAN,44We.,T,Blood,>,NULL,mg/L,NULL,NULL,26,30,0
VAN,44We.,T,Blood,NULL,NULL,mg/L,NULL,.,681,13.5086637352007,6.23255198487982
VAN,44We.,T,Blood,<,NULL,mg/L,NULL,.,13,1,0
VAN,44We.,T,Blood,>,NULL,mg/L,NULL,.,17,30,0
VASO,NULL,T,Blood,NULL,INS,NULL,NULL,NULL,8,NULL,NULL
VASO,NULL,T,Blood,NULL,NULL,NULL,NULL,NULL,13,43.4615384615385,45.2946195933089
VASO,4496.,T,Blood,NULL,NULL,ng/L,100,NULL,6,66.8333333333333,28.5686308154008
VB1,42ZE.,F,Serum,NULL,Unsuitable- heparinised sample required,NULL,NULL,NULL,8,NULL,NULL
VB1,42ZE.,F,Serum,NULL,NULL,ngTD/gHb,675,275,116,421.215517241379,129.796952200734
VB12,42T..,F,Serum,NULL,Insufficient sample,NULL,NULL,NULL,6,NULL,NULL
VB12,42T..,F,Serum,NULL,No clotted sample received.,NULL,NULL,NULL,9,NULL,NULL
VB12,42T..,F,Serum,NULL,Regret analyser failure.,NULL,NULL,NULL,12,NULL,NULL
VB12,42T..,F,Serum,NULL,Specimen too old for accurate analysis,NULL,NULL,NULL,38,NULL,NULL
VB12,42T..,F,Serum,NULL,NULL,pg/mL,663,191,4314,425.679184051924,262.585389814992
VB12,42T..,F,Serum,>,NULL,pg/mL,663,191,116,2000,0
VB2,44L7.,F,Serum,NULL,NULL,nmol/gHb,3.4,1.0,107,1.71308411036696,0.495467019747466
VB2,44L7.,F,Serum,NULL,NULL,nmol/L,410,220,15,323.4,87.0096874737849
VB6,44L8.,F,Serum,NULL,Unsuitable- heparinised sample required,NULL,NULL,NULL,7,NULL,NULL
VB6,44L8.,F,Serum,NULL,NULL,nmol/L,135,18,14,32.9285714285714,23.0132546613879
VB6,44L8.,F,Serum,NULL,NULL,pmol/gHb,680,250,115,755.704347826087,872.777578365027
VD,44LA.,F,Serum,NULL,Insufficient sample,NULL,NULL,NULL,23,NULL,NULL
VD,44LA.,F,Serum,NULL,NULL,nmol/L,120,25,235,60.9063829787234,52.256760100273
VD,44LA.,F,Serum,<,NULL,nmol/L,120,50,535,19.8766355140187,0.852247462705334
VD,NULL,F,Serum,NULL,NULL,nmol/L,120,25,19,71.5789473684211,51.4849662948901
VD,44LA.,F,Serum,NULL,No clotted sample received.,NULL,NULL,NULL,12,NULL,NULL
VD,44LA.,F,Serum,NULL,SEE COMMENT,NULL,NULL,NULL,14,NULL,NULL
VD,44LA.,F,Serum,NULL,Sample lost in transit to external lab,NULL,NULL,NULL,13,NULL,NULL
VD,44LA.,F,Serum,NULL,See text below,NULL,NULL,NULL,61,NULL,NULL
VD,44LA.,F,Serum,NULL,Test not required,NULL,NULL,NULL,23,NULL,NULL
VD,44LA.,F,Serum,NULL,NULL,nmol/L,120,50,3447,54.614273281114,27.4634506114524
VD,44LA.,F,Serum,NULL,NULL,nmol/L,170,25,1578,58.0671736375158,32.1167503968298
VD,44LA.,F,Serum,<,NULL,nmol/L,170,25,102,14.0098039215686,0.0990147542975997
VE,44LB.,F,Serum,NULL,NULL,umol/L,45,15,56,31.25,9.2131329189271
VE,44LB.,F,Serum,NULL,NULL,umol/mmol,9.5,3.5,67,6.33880596872586,2.28532573088096
VE,44LB.,F,Plasma,NULL,NULL,umol/mmol,9.5,3.5,21,5.54285714285714,1.40981255086321
VE,44LB.,F,Serum,NULL,NULL,umol/L,39,14,7,33,10.1653004546513
VEGF,44p..,T,Blood,NULL,NULL,pg/mL,771,NULL,9,1036,1025.47257398723
VGKC,43an.,F,Serum,NULL,<1,NULL,NULL,NULL,18,NULL,NULL
VGKC,43an.,F,Serum,NULL,Negative,NULL,NULL,NULL,10,NULL,NULL
VGKC,NULL,F,Serum,NULL,Negative,NULL,NULL,NULL,9,NULL,NULL
VIA       ,NULL,T,Unknown,NULL,NULL,NULL,NULL,NULL,6,50,13.0384048104053
VIP,4496.,F,Plasma,<,NULL,pmol/L,30,0,12,4,0
VIP,4496.,T,Blood,NULL,UNSUITABLE FOR ANALYSIS.,NULL,NULL,NULL,7,NULL,NULL
VIP,4496.,T,Blood,<,NULL,pmol/L,30,NULL,70,4,0
VIP       ,NULL,T,Blood,NULL,NULL,NULL,NULL,NULL,16,4.9375,5.83630876496438
VIP,4496.,F,Plasma,NULL,NULL,pmol/L,30,0,11,5.54545454545455,1.9679246105294
VIP,4496.,T,Blood,NULL,NULL,pmol/L,30,NULL,113,6.4070796460177,2.8742612968428
VITA,44L5.,F,Serum,NULL,NULL,umol/L,3.5,1.0,16,3.31875001639128,0.988749247467089
VITA,44L5.,T,Blood,NULL,NOT AVAILABLE,NULL,NULL,NULL,8,NULL,NULL
VITA,44L5.,T,Blood,NULL,NULL,umol/L,1.7,0.9,16,1.73750002384186,0.724683842618925
VITA,NULL,T,Blood,NULL,NULL,NULL,NULL,NULL,110,1.37718181818182,0.731463446782078
VITA,44L5.,T,Blood,NULL,NULL,umol/L,2.5,0.9,21,1.91904761734463,1.02157675350587
VITA,44L5.,T,Blood,NULL,NULL,umol/L,3.0,1.0,173,1.6630057806569,0.767142228842078
VITD,44LA.,T,Blood,NULL,INSUFFICIENT SAMPLE FOR ANALYSIS.,NULL,NULL,NULL,100,NULL,NULL
VITD,44LA.,T,Blood,NULL,LABORATORY ERROR. INSUFFICIENT TO REPEAT.,NULL,NULL,NULL,13,NULL,NULL
VITD,44LA.,T,Blood,<,NULL,nmol/L,NULL,NULL,729,19.2839506172839,1.94647547859376
VITD,44LA.,T,Blood,<,NULL,nmol/L,170,25,365,14.0164383561644,0.314054353554134
VITD,44LA.,T,Serum,NULL,26 nmol/L ( 25 - 170 ) Exter_nal Lab GRI_,NULL,NULL,NULL,6,26,0
VITD,44LA.,T,Serum,NULL,30 nmol/L ( 25 - 120 ) Exter_nal Lab GRI_,NULL,NULL,NULL,6,30,0
VITD,44LA.,T,Serum,NULL,34 nmol/L ( 25 - 170 ) Exter_nal Lab GRI_,NULL,NULL,NULL,7,34,0
VITD,44LA.,T,Serum,NULL,38 nmol/L ( 25 - 170 ) Exter_nal Lab GRI_,NULL,NULL,NULL,6,38,0
VITD,44LA.,T,Serum,NULL,41 nmol/L ( 25 - 170 ) Exter_nal Lab GRI_,NULL,NULL,NULL,7,41,0
VITD,44LA.,T,Serum,NULL,45 nmol/L ( 25 - 170 ) Exter_nal Lab GRI_,NULL,NULL,NULL,6,45,0
VITD,44LA.,T,Serum,NULL,49 nmol/L ( 25 - 170 ) Exter_nal Lab GRI_,NULL,NULL,NULL,6,49,0
VITD,44LA.,T,Serum,NULL,55 nmol/L ( 25 - 170 ) Exter_nal Lab GRI_,NULL,NULL,NULL,6,55,0
VITD,44LA.,T,Serum,NULL,57 nmol/L ( 25 - 170 ) Exter_nal Lab GRI_,NULL,NULL,NULL,6,57,0
VITD,44LA.,T,Serum,NULL,INS,NULL,NULL,NULL,15,NULL,NULL
VITD,44LA.,T,Blood,NULL,LABORATORY ERROR.,NULL,NULL,NULL,26,NULL,NULL
VITD,44LA.,T,Blood,NULL,LT 14,NULL,NULL,NULL,8,NULL,NULL
VITD,44LA.,T,Blood,NULL,NO SAMPLE RECEIVED.,NULL,NULL,NULL,7,NULL,NULL
VITD,44LA.,T,Blood,NULL,NOT AVAILABLE,NULL,NULL,NULL,295,NULL,NULL
VITD,44LA.,T,Blood,NULL,SEE LABORATORY COMMENT,NULL,NULL,NULL,39,NULL,NULL
VITD,44LA.,T,Blood,NULL,UNSUITABLE FOR ANALYSIS.,NULL,NULL,NULL,11,NULL,NULL
VITD,44LA.,T,Blood,NULL,NULL,nmol/L,NULL,NULL,5684,51.3659042927516,28.2175151248139
VITD,44LA.,T,Blood,NULL,NULL,nmol/L,170,25,2580,48.3759689922481,28.2725155195437
VITD,44LA.,T,Serum,NULL,NULL,NULL,NULL,NULL,391,49.2979381443299,33.4073139630938
VITD,44LA.,T,Serum,NULL,30 nmol/L ( 25 - 170 ) Exter_nal Lab GRI_,NULL,NULL,NULL,11,30,0
VITD,44LA.,T,Serum,NULL,44 nmol/L ( 25 - 170 ) Exter_nal Lab GRI_,NULL,NULL,NULL,7,44,0
VITD,44LA.,T,Serum,NULL,54 nmol/L ( 25 - 170 ) Exter_nal Lab GRI_,NULL,NULL,NULL,10,54,0
VITD,44LA.,T,Serum,NULL,IR,NULL,NULL,NULL,6,NULL,NULL
VITD,44LA.,T,Serum,<,LT 15 nmol/L << ( 25 - 170 ) Exter_nal Lab GRI_,NULL,NULL,NULL,6,NULL,NULL
